district_name,name,address_city,address_street,county,zip,telephone_number,website,elementary,middle,high
Dubois Area SD,Oklahoma El Sch,DuBois,1032 Chestnut Ave,Riverview IU 6,15801,814-371-3660,https://www.dubois.school/,TRUE,FALSE,FALSE
Old Forge SD,Old Forge El Sch,Old Forge,401 Melmore St,Northeastern Educational IU 19,18518,570-457-8391,Not Available,TRUE,TRUE,FALSE
Old Forge SD,Old Forge JSHS,Old Forge,300 Marion St,Northeastern Educational IU 19,18518,570-457-6721,Not Available,FALSE,TRUE,TRUE
Oley Valley SD,Oley Valley El Sch,Oley,3257 Friedensburg Rd,Berks County IU 14,19547,610-987-4100,http://www.oleyvalleysd.org,TRUE,FALSE,FALSE
Oley Valley SD,Oley Valley MS,Oley,3247 Friedensburg RD,Berks County IU 14,19547,610-987-4100,http://www.oleyvalleysd.org,FALSE,TRUE,FALSE
Oley Valley SD,Oley Valley SHS,Oley,17 Jefferson St,Berks County IU 14,19547,610-987-4100,http://www.oleyvalleysd.org,FALSE,FALSE,TRUE
Philadelphia City SD,Olney El Sch,Philadelphia,5301 N Water St,Philadelphia IU 26,19120,215-400-3790,http://www.philasd.org,TRUE,TRUE,FALSE
Philadelphia City SD,Olney HS,Philadephia,100 W Duncannon Ave,Philadelphia IU 26,19120,215-400-4000,http://www.philasd.org,FALSE,FALSE,TRUE
Dallastown Area SD,Ore Valley El Sch,York,2620 Springwood Rd,Lincoln IU 12,17402,717-505-5051,http://www.dallastown.net,TRUE,FALSE,FALSE
Parkland SD,Orefield MS,Orefield,2675 PA Route 309,Carbon-Lehigh IU 21,18069,610-351-5750,https://www.parklandsd.org/,FALSE,TRUE,FALSE
Northeastern York SD,Orendorf El Sch,Manchester,101 South Hartman Street,Lincoln IU 12,17345,717-266-5621,http://www.nesd.k12.pa.us,TRUE,FALSE,FALSE
Quaker Valley SD,Osborne El Sch,Sewickley,1414 Beaver St,Allegheny IU 3,15143,412-749-4003,http://www.qvsd.org,TRUE,FALSE,FALSE
Philipsburg-Osceola Area SD,Osceola Mills El Sch,Osceola Mills,400 Coal St,Central IU 10,16666,814-339-6812,http://www.pomounties.org,TRUE,FALSE,FALSE
Oswayo Valley SD,Oswayo Valley El Sch,Shinglehouse,277 S. Oswayo Street,Seneca Highlands IU 9,16748,814-260-1702,http://www.oswayovalley.com,TRUE,FALSE,FALSE
Oswayo Valley SD,Oswayo Valley JSHS,Shinglehouse,318 S Oswayo St,Seneca Highlands IU 9,16748,814-260-1701,http://www.oswayovalley.com,FALSE,TRUE,TRUE
Otto-Eldred SD,Otto-Eldred El Sch,Eldred,5 Bennett Street,Seneca Highlands IU 9,16731,814-817-1380,http://www.ottoeldred.org,TRUE,TRUE,FALSE
Otto-Eldred SD,Otto-Eldred JSHS,Duke Center,143 R L Sweitzer Dr,Seneca Highlands IU 9,16729,814-817-1380,http://www.ottoeldred.org,FALSE,TRUE,TRUE
Philadelphia City SD,Overbrook Edu Ctr,Philadelphia,6722 Lansdowne Ave,Philadelphia IU 26,19151,215-400-7540,http://www.philasd.org,TRUE,TRUE,FALSE
Philadelphia City SD,Overbrook Elementary School,Philadelphia,2032 N 62nd St,Philadelphia IU 26,19151,215-400-7520,http://www.philasd.org,TRUE,TRUE,FALSE
Philadelphia City SD,Overbrook HS,Philadelphia,5898 Lancaster Ave,Philadelphia IU 26,19131,215-400-7300,http://www.philasd.org,FALSE,FALSE,TRUE
Abington SD,Overlook Sch,Abington,1750 Edge Hill Rd,Montgomery County IU 23,19001,215-657-0857,http://www.abington.k12.pa.us,TRUE,FALSE,FALSE
Exeter Township SD,Owatin Creek El Sch,Reading,5000 Boyertown Pike,Berks County IU 14,19606,610-406-4580,http://www.exetersd.org,TRUE,FALSE,FALSE
Owen J Roberts SD,Owen J Roberts HS,Pottstown,981 Ridge Rd,Chester County IU 24,19465,610-469-5101,http://www.ojrsd.com,FALSE,FALSE,TRUE
Owen J Roberts SD,Owen J Roberts MS,Pottstown,881 Ridge Rd,Chester County IU 24,19465,610-469-5102,http://www.ojrsd.com,FALSE,TRUE,FALSE
Oxford Area SD,Oxford Area HS,Oxford,705 Waterway Rd,Chester County IU 24,19363,610-932-6640,http://www.oxfordasd.org,FALSE,FALSE,TRUE
Pennsbury SD,Oxford Valley El Sch,Fairless Hills,430 Trenton Rd,Bucks County IU 22,19030,215-949-6808,http://www.pennsburysd.org,TRUE,FALSE,FALSE
Palisades SD,Palisades HS,Kintnersville,35 Church Hill Rd,Bucks County IU 22,18930,610-847-5131,http://www.palisadessd.org,FALSE,FALSE,TRUE
Palisades SD,Palisades MS,Kintnersville,4710 Durham Rd,Bucks County IU 22,18930,610-847-5131,http://www.palisadessd.org,FALSE,TRUE,FALSE
Easton Area SD,Palmer El Sch,Easton,3050 Green Pond Rd,Colonial IU 20,18045,610-250-2521,http://www.eastonsd.org,TRUE,FALSE,FALSE
Palmerton Area SD,Palmerton Area HS,Palmerton,3525 Fireline Rd,Carbon-Lehigh IU 21,18071,610-826-3155,http://www.palmerton.org,FALSE,FALSE,TRUE
Palmerton Area SD,Palmerton Area JHS,Palmerton,3529 Fireline Rd,Carbon-Lehigh IU 21,18071,610-826-2492,http://www.palmerton.org,FALSE,TRUE,FALSE
Palmyra Area SD,Palmyra Area MS,Palmyra,50 W Cherry St,Lancaster-Lebanon IU 13,17078,717-838-1331,http://www.pasd.us,FALSE,TRUE,FALSE
Palmyra Area SD,Palmyra Area SHS,Palmyra,1125 Park Dr,Lancaster-Lebanon IU 13,17078,717-838-1331,http://www.pasd.us,FALSE,FALSE,TRUE
,Pan American Academy CS,Philadelphia,2830 North American Street,Philadelphia IU 26,19133,215-425-1212,http://www.panamericanacademy.org/,TRUE,TRUE,FALSE
Panther Valley SD,Panther Valley El Sch,Nesquehoning,1 North Mermon Avenue,Carbon-Lehigh IU 21,18240,570-669-9411,http://www.panthervalley.org,TRUE,FALSE,FALSE
Panther Valley SD,Panther Valley Intermediate Sch,Lansford,678 Panther Pride Drive,Carbon-Lehigh IU 21,18232,570-645-2175,http://www.panthervalley.org,TRUE,TRUE,FALSE
Panther Valley SD,Panther Valley JSHS,Lansford,912 Coal Region Way,Carbon-Lehigh IU 21,18232,570-645-2171,http://www.panthervalley.org,FALSE,TRUE,TRUE
Spring Grove Area SD,Paradise El Sch,Thomasville,6923 Lincoln Highway West,Lincoln IU 12,17364,717-225-4731,http://www.sgasd.org,TRUE,FALSE,FALSE
Pequea Valley SD,Paradise El Sch,Paradise,20 N Belmont Rd,Lancaster-Lebanon IU 13,17562,717-768-5560,http://www.pequeavalley.org,TRUE,TRUE,FALSE
Steel Valley SD,Park El Sch,Munhall,4100 Main St,Allegheny IU 3,15120,412-464-3600,http://www.Steelvalleysd.org,TRUE,FALSE,FALSE
Columbia Borough SD,Park El Sch,Columbia,50 S 6th St,Lancaster-Lebanon IU 13,17512,717-684-9780,http://www.columbiabsd.org,TRUE,FALSE,FALSE
State College Area SD,Park Forest El Sch,State College,2181 School Dr,Central IU 10,16803,814-231-5010,http://www.scasd.org,TRUE,FALSE,FALSE
State College Area SD,Park Forest MS,State College,2180 School Dr,Central IU 10,16803,814-272-8217,http://www.scasd.org,FALSE,TRUE,FALSE
South Western SD,Park Hills El Sch,Hanover,137 W Granger St,Lincoln IU 12,17331,717-633-4880,http://www.swsd.k12.pa.us,TRUE,FALSE,FALSE
William Penn SD,Park Lane El Sch,Darby,1300 Park Ln,Delaware County IU 25,19023,610-534-4880,http://www.wpsd.k12.pa.us,TRUE,TRUE,FALSE
Parkland SD,Parkland HS,Allentown,2700 N Cedar Crest Blvd,Carbon-Lehigh IU 21,18104,610-351-5600,https://www.parklandsd.org/,FALSE,FALSE,TRUE
Palmerton Area SD,Parkside Education Center,Palmerton,680 Fourth Street,Carbon-Lehigh IU 21,18071,610-826-4914,http://www.palmerton.org,TRUE,FALSE,FALSE
Penn-Delco SD,Parkside El Sch,Parkside,2 East Forestview Road,Delaware County IU 25,19015,610-497-6300,http://www.pdsd.org,TRUE,FALSE,FALSE
Philadelphia City SD,Parkway Center City Middle College,Philadelphia,540 N 13th Street,Philadelphia IU 26,19123,215-400-7620,http://www.philasd.org,FALSE,FALSE,TRUE
Parkland SD,Parkway Manor Sch,Allentown,768 Parkway Rd,Carbon-Lehigh IU 21,18104,610-351-5850,https://www.parklandsd.org/,TRUE,FALSE,FALSE
Philadelphia City SD,Parkway Northwest,Philadelphia,6200 Crittenden St.,Philadelphia IU 26,19138,215-400-3390,http://www.philasd.org,FALSE,FALSE,TRUE
Philadelphia City SD,Parkway West,Philadelphia,4725 Fairmont Ave,Philadelphia IU 26,19139,215-400-7710,http://www.philasd.org,FALSE,FALSE,TRUE
,Parkway West CTC,Oakdale,7101 Steubenville Pike,Allegheny IU 3,15071,412-923-1772,http://www.parkwaywest.org,FALSE,FALSE,TRUE
,Passport Academy CS,Pittsburgh,933 Penn Avenue,Pittsburgh-Mt Oliver IU 2,15222,412-376-3724,http://hhpa.k12.com/,FALSE,FALSE,TRUE
Pennridge SD,Patricia A Guth El Sch,Perkasie,601 N 7th St,Bucks County IU 22,18944,215-257-8057,http://www.pennridge.org/psd/psd.htm,TRUE,FALSE,FALSE
Philadelphia City SD,Patterson John M Sch,Philadelphia,7000 Buist Ave,Philadelphia IU 26,19142,215-400-8190,http://www.philasd.org,TRUE,FALSE,FALSE
Blackhawk SD,Patterson Primary Sch,Beaver Falls,701 Darlington Rd,Beaver Valley IU 27,15010,724-843-1268,http://www.bsd.k12.pa.us,TRUE,FALSE,FALSE
Philadelphia City SD,Paul Robeson HS for Human Services,Philadelphia,4125 Ludlow St,Philadelphia IU 26,19104,215-400-7780,http://www.philasd.org,FALSE,FALSE,TRUE
Norristown Area SD,Paul V Fly El Sch,Norristown,2920 Potshop Rd,Montgomery County IU 23,19403,610-630-0380,http://www.nasd.k12.pa.us,TRUE,FALSE,FALSE
Easton Area SD,Paxinosa El Sch,Easton,1221 Northampton St,Colonial IU 20,18042,610-250-2551,http://www.eastonsd.org,TRUE,FALSE,FALSE
Marple Newtown SD,Paxon Hollow MS,Broomall,815 Paxon Hollow Rd,Delaware County IU 25,19008,610-359-4320,http://www.mnsd.org,FALSE,TRUE,FALSE
Central Dauphin SD,Paxtang El Sch,Harrisburg,3530 Rutherford St,Capital Area IU 15,17111,717-561-1781,http://www.cdschools.org,TRUE,FALSE,FALSE
Central Dauphin SD,Paxtonia El Sch,Harrisburg,6135 Jonestown Rd,Capital Area IU 15,17112,717-657-3202,http://www.cdschools.org,TRUE,FALSE,FALSE
North Allegheny SD,Peebles El Sch,Pittsburgh,8625 Peebles Rd,Allegheny IU 3,15237,412-366-9667,http://www.northallegheny.org,TRUE,FALSE,FALSE
Philadelphia City SD,Peirce Thomas M Sch,Philadelphia,2300 W Cambria St,Philadelphia IU 26,19132,215-400-7020,http://www.philasd.org,TRUE,FALSE,FALSE
Pen Argyl Area SD,Pen Argyl Area HS,Pen Argyl,501 W Laurel Ave,Colonial IU 20,18072,610-863-1293,http://www.penargylschooldistrict.org/penargyl/,FALSE,FALSE,TRUE
Philadelphia City SD,Penn Alexander Sch,Philadelphia,4209 Spruce St,Philadelphia IU 26,19104,215-400-7760,http://www.philasd.org,TRUE,TRUE,FALSE
Tulpehocken Area SD,Penn Bernville El Sch,Bernville,24 Shartlesville Rd,Berks County IU 14,19506,610-488-6248,http://www.tulpehocken.org/,TRUE,TRUE,FALSE
Penn Cambria SD,Penn Cambria HS,Cresson,401 Linden Ave,Appalachia IU 8,16630,814-886-8188,http://www.pcam.org,FALSE,FALSE,TRUE
Penn Cambria SD,Penn Cambria Intrmd Sch,Lilly,376 Wood St,Appalachia IU 8,15938,814-886-8532,http://www.pcam.org,TRUE,FALSE,FALSE
Penn Cambria SD,Penn Cambria MS,Gallitzin,401 Division St,Appalachia IU 8,16641,814-886-4181,http://www.pcam.org,TRUE,TRUE,FALSE
Penn Cambria SD,Penn Cambria Pre-Primary,Cresson,205 6th St,Appalachia IU 8,16630,814-886-8166,http://www.pcam.org,TRUE,FALSE,FALSE
Penn Cambria SD,Penn Cambria Primary Sch,Lilly,400 Main St,Appalachia IU 8,15938,814-886-2151,http://www.pcam.org,TRUE,FALSE,FALSE
,Penn Hills CS of Entrepreneurship,Pittsburgh,2501 Main Street,Allegheny IU 3,15235,412-793-6471,http://phcharter.org,TRUE,TRUE,FALSE
Penn Hills SD,Penn Hills El Sch,Pittsburgh,1079 Jefferson Rd,Allegheny IU 3,15235,412-793-7000,http://www.phsd.org,TRUE,FALSE,FALSE
Penn Hills SD,Penn Hills SHS,Pittsburgh,309 Collins Drive,Allegheny IU 3,15235,412-793-7000,http://www.phsd.org,FALSE,FALSE,TRUE
Avon Grove SD,Penn London El Sch,West Grove,383 S Jennersville Rd,Chester County IU 24,19390,610-869-9803,http://www.avongrove.org,TRUE,FALSE,FALSE
Penn Manor SD,Penn Manor HS,Millersville,East Cottage Avenue,Lancaster-Lebanon IU 13,17551,717-872-9520,http://www.pennmanor.net,FALSE,FALSE,TRUE
Penn-Trafford SD,Penn MS,Jeannette,1007 Penn Middle Way,Westmoreland IU 7,15644,724-744-4431,http://www.penntrafford.org,FALSE,TRUE,FALSE
Penn-Trafford SD,Penn Trafford HS,Harrison City,3381 Route 130,Westmoreland IU 7,15636,724-744-4471,http://www.penntrafford.org,FALSE,FALSE,TRUE
Philadelphia City SD,Penn Treaty Sch,Philadelphia,600 E Thompson St,Philadelphia IU 26,19125,215-400-3800,http://www.philasd.org,FALSE,TRUE,TRUE
Pennsbury SD,Penn Valley El Sch,Levittown,180 North Turn Lane,Bucks County IU 22,19054,215-949-6800,http://www.pennsburysd.org,TRUE,FALSE,FALSE
Lower Merion SD,Penn Valley Sch,Narberth,301 Righters Mill Rd,Montgomery County IU 23,19072,610-645-1460,http://www.lmsd.org,TRUE,FALSE,FALSE
William Penn SD,Penn Wood 9th Grade Academy,Yeadon,600 Cypress St,Delaware County IU 25,19050,610-284-8000,http://www.wpsd.k12.pa.us,FALSE,FALSE,TRUE
West Chester Area SD,Penn Wood El Sch,West Chester,1470 Johnny's Way,Chester County IU 24,19382,484-266-1900,http://www.wcasd.net,TRUE,FALSE,FALSE
William Penn SD,Penn Wood HS,Lansdowne,100 Green Avenue,Delaware County IU 25,19050,610-284-8080,http://www.wpsd.k12.pa.us,FALSE,FALSE,TRUE
William Penn SD,Penn Wood MS,Darby,121 Summit St,Delaware County IU 25,19023,610-586-1804,http://www.wpsd.k12.pa.us,FALSE,TRUE,FALSE
Lower Merion SD,Penn Wynne Sch,Wynnewood,250 Haverford Rd,Montgomery County IU 23,19096,610-645-1450,http://www.lmsd.org,TRUE,FALSE,FALSE
North Penn SD,Pennbrook MS,North Wales,1201 East Walnut Street,Montgomery County IU 23,19454,215-699-9287,http://www.npenn.org,FALSE,TRUE,TRUE
Rose Tree Media SD,Penncrest HS,Media,134 Barren Rd,Delaware County IU 25,19063,610-627-6201,http://www.rtmsd.org,FALSE,FALSE,TRUE
North Penn SD,Penndale MS,Lansdale,400 Penn St,Montgomery County IU 23,19446,215-368-2700,http://www.npenn.org,FALSE,TRUE,TRUE
Penn-Delco SD,Pennell El Sch,Aston,3300 Richard Rd,Delaware County IU 25,19014,610-497-6300,http://www.pdsd.org,TRUE,FALSE,FALSE
Philadelphia City SD,Pennell Joseph Sch,Philadelphia,1800 Nedro Ave,Philadelphia IU 26,19141,215-400-3680,http://www.philasd.org,TRUE,FALSE,FALSE
North Penn SD,Pennfield MS,Hatfield,726 Forty Foot Rd,Montgomery County IU 23,19440,215-368-9600,http://www.npenn.org,FALSE,TRUE,TRUE
Jim Thorpe Area SD,Penn-Kidder Campus,Albrightsville,2850 State Route 903,Carbon-Lehigh IU 21,18210,570-722-1150,http://www.jimthorpesd.org,TRUE,TRUE,FALSE
Altoona Area SD,Penn-Lincoln El Sch,Altoona,411 12th St,Appalachia IU 8,16602,814-946-8396,http://www.aasdcat.com/aasd,TRUE,FALSE,FALSE
Pennridge SD,Pennridge Central MS,Perkasie,144 Walnut Street,Bucks County IU 22,18944,215-258-0939,http://www.pennridge.org/psd/psd.htm,FALSE,TRUE,FALSE
Pennridge SD,Pennridge HS,Perkasie,1228 North Fifth Street,Bucks County IU 22,18944,215-453-6944,http://www.pennridge.org/psd/psd.htm,FALSE,FALSE,TRUE
Pennridge SD,Pennridge North MS,Perkasie,1500 North Fifth St,Bucks County IU 22,18944,215-453-6932,http://www.pennridge.org/psd/psd.htm,FALSE,TRUE,FALSE
Pennridge SD,Pennridge South MS,Perkasie,Fifth & Cedar Streets,Bucks County IU 22,18944,215-257-0467,http://www.pennridge.org/psd/psd.htm,FALSE,TRUE,FALSE
Oxford Area SD,Penn's Grove Sch,Oxford,301 South Fifth St,Chester County IU 24,19363,610-932-6615,http://www.oxfordasd.org,FALSE,TRUE,FALSE
Penns Manor Area SD,Penns Manor Area El Sch,Clymer,6003 Route 553 Hwy,ARIN IU 28,15728,724-254-2666,http://www.pennsmanor.org,TRUE,FALSE,FALSE
Penns Manor Area SD,Penns Manor Area JSHS,Clymer,6003 Route 553 Highway,ARIN IU 28,15728,724-254-2666,http://www.pennsmanor.org,FALSE,TRUE,TRUE
Penns Valley Area SD,Penns Valley Area El and Intrmd Sch,Spring Mills,4528 Penns Valley Road,Central IU 10,16875,814-422-2000,http://www.pennsvalley.org,TRUE,TRUE,FALSE
Penns Valley Area SD,Penns Valley Area JSHS,Spring Mills,4545 Penns Valley Road,Central IU 10,16875,814-422-2000,http://www.pennsvalley.org,FALSE,TRUE,TRUE
Pennsbury SD,Pennsbury HS,Fairless Hills,705 Hood Blvd,Bucks County IU 22,19030,215-949-6700,http://www.pennsburysd.org,FALSE,FALSE,TRUE
,Pennsylvania Cyber CS,Midland,652 Midland Ave,Beaver Valley IU 27,15059,724-643-1180,http://www.pacyber.org,TRUE,TRUE,TRUE
,Pennsylvania Distance Learning CS,Sewickley,2605 Nicolson Road,Allegheny IU 3,15143,724-933-7300,http://www.padistance.org,TRUE,TRUE,TRUE
,Pennsylvania Leadership CS,West Chester,1332 Enterprise Dr,Chester County IU 24,19380,610-701-3333,http://www.palcs.org,TRUE,TRUE,TRUE
,Pennsylvania STEAM Academy CS,Harrisburg,1500 North Third Street,Capital Area IU 15,17102,717-991-4334,https://www.pasteam.org,TRUE,FALSE,FALSE
,Pennsylvania Virtual CS,King of Prussia,630 Park Avenue,Montgomery County IU 23,19406,610-275-8500,http://pavcsk12.org,TRUE,TRUE,TRUE
Pennsbury SD,Pennwood MS,Yardley,1523 Makefield Rd,Bucks County IU 22,19067,215-428-4237,http://www.pennsburysd.org,FALSE,TRUE,FALSE
Philadelphia City SD,Penrose Sch,Philadelphia,2515 S 78th St,Philadelphia IU 26,19153,215-400-8310,http://www.philasd.org,TRUE,TRUE,FALSE
,People for People CS,Philadelphia,800 North Broad Street,Philadelphia IU 26,19130,215-763-7060,http://www.peopleforpeople.org/,TRUE,TRUE,FALSE
Penn Manor SD,Pequea El Sch,Willow Street,802 Millwood Rd,Lancaster-Lebanon IU 13,17584,717-464-3831,http://www.pennmanor.net,TRUE,TRUE,FALSE
Pequea Valley SD,Pequea Valley HS,Kinzers,4033 E Newport Rd,Lancaster-Lebanon IU 13,17535,717-768-5500,http://www.pequeavalley.org,FALSE,FALSE,TRUE
Pequea Valley SD,Pequea Valley Intrmd Sch,Kinzers,166 S New Holland Rd,Lancaster-Lebanon IU 13,17535,717-768-5535,http://www.pequeavalley.org,FALSE,TRUE,FALSE
Perkiomen Valley SD,Perkiomen Valley HS,Collegeville,509 Gravel Rd,Montgomery County IU 23,19426,610-489-1230,http://www.pvsd.org,FALSE,FALSE,TRUE
Perkiomen Valley SD,Perkiomen Valley MS-East,Collegeville,100 Kagey Rd,Montgomery County IU 23,19426,610-409-8580,http://www.pvsd.org,FALSE,TRUE,FALSE
Perkiomen Valley SD,Perkiomen Valley MS-West,Zieglerville,200 Big Road,Montgomery County IU 23,19492,484-977-7210,http://www.pvsd.org,FALSE,TRUE,FALSE
Erie City SD,Perry El Sch,Erie,955 W 29th St,Northwest Tri-County IU 5,16508,814-874-6485,http://www.eriesd.org,TRUE,FALSE,FALSE
Hamburg Area SD,Perry El Sch,Shoemakersville,201 Fourth Street,Berks County IU 14,19555,610-562-3024,http://www.hasdhawks.org/,TRUE,FALSE,FALSE
Ellwood City Area SD,Perry Lower Intrmd Sch,Ellwood City,619 Portersville Rd.,Midwestern IU 4,16117,724-758-9458,http://www.ellwood.k12.pa.us,TRUE,FALSE,FALSE
,Perseus House CS of Excellence,Erie,1511 Peach Street,Northwest Tri-County IU 5,16501,814-480-5914,http://www.charterschoolofexcellence.org,FALSE,TRUE,TRUE
Northern Lehigh SD,Peters El Sch,Slatington,4055 Friedens Rd,Carbon-Lehigh IU 21,18080,610-767-9827,http://www.nlsd.org,TRUE,FALSE,FALSE
Peters Township SD,Peters Twp HS,McMurray,121 Rolling Hills Dr.,Intermediate Unit 1,15317,724-941-6250,http://www.ptsd.k12.pa.us,FALSE,FALSE,TRUE
Peters Township SD,Peters Twp MS,McMurray,264 E McMurray Rd,Intermediate Unit 1,15317,724-941-2688,http://www.ptsd.k12.pa.us,FALSE,TRUE,FALSE
Quakertown Community SD,Pfaff El Sch,Quakertown,1600 Sleepy Hollow Road,Bucks County IU 22,18951,215-529-2850,http://www.qcsd.org,TRUE,FALSE,FALSE
Erie City SD,Pfeiffer-Burleigh Sch,Erie,235 E 11th St,Northwest Tri-County IU 5,16503,814-874-6750,http://www.eriesd.org,TRUE,FALSE,FALSE
,Philadelphia Academy CS,Philadelphia,11000 Roosevelt Blvd,Philadelphia IU 26,19116,215-676-8320,http://philadelphiaacademy.org,TRUE,TRUE,TRUE
,Philadelphia Electrical & Tech CHS,Philadelphia,1709 Benjamin Franklin Parkway,Philadelphia IU 26,19103,267-514-1824,Not Available,FALSE,FALSE,TRUE
,Philadelphia Hebrew Public CS,Philadelphia,3300 Henry Avenue,Philadelphia IU 26,19129,267-225-1511,http://philadelphiahebrewpublic.org/,TRUE,FALSE,FALSE
Philadelphia City SD,Philadelphia Learning Academy - North,Philadelphia,4224 N Front St,Philadelphia IU 26,19140,267-754-1400,http://www.philasd.org,FALSE,FALSE,TRUE
Philadelphia City SD,Philadelphia Learning Academy - West,Philadelphia,4300 Westminster Ave,Philadelphia IU 26,19104,215-400-9080,http://www.philasd.org,FALSE,FALSE,TRUE
Philadelphia City SD,Philadelphia Military Acad at Elverson,Philadelphia,2118-2160 N 13th Street,Philadelphia IU 26,19122,215-400-7420,http://www.philasd.org,FALSE,FALSE,TRUE
,Philadelphia Montessori CS,Philadelphia,2227 Island Rd,Philadelphia IU 26,19142,215-365-4011,http://www.philadelphiamontessori.org,TRUE,TRUE,FALSE
,Philadelphia Performing Arts CS,Philadelphia,2600 S Broad Street,Philadelphia IU 26,19145,215-551-4000,http://www.PPACS.org,TRUE,TRUE,TRUE
Philipsburg-Osceola Area SD,Philipsburg El Sch,Philipsburg,1810 Black Moshannon Road,Central IU 10,16866,814-342-2870,http://www.pomounties.org,TRUE,FALSE,FALSE
Philipsburg-Osceola Area SD,Philipsburg-Osceola Area HS,Philipsburg,502 Philips St,Central IU 10,16866,814-342-1521,http://www.pomounties.org,FALSE,FALSE,TRUE
Philipsburg-Osceola Area SD,Philipsburg-Osceola Area MS,Philipsburg,"200 Short St, Suite A",Central IU 10,16866,814-342-4906,http://www.pomounties.org,FALSE,TRUE,FALSE
Central Dauphin SD,Phillips El Sch,Harrisburg,100 Oakmont Rd,Capital Area IU 15,17109,717-657-3203,http://www.cdschools.org,TRUE,FALSE,FALSE
Lancaster SD,Phoenix Academy,Lancaster,630 Rockland St,Lancaster-Lebanon IU 13,17602,717-735-7860,http://www.sdlancaster.org,FALSE,TRUE,TRUE
Phoenixville Area SD,Phoenixville Area HS,Phoenixville,1200 Gay St,Chester County IU 24,19460,484-927-5100,http://www.pasd.com,FALSE,FALSE,TRUE
Phoenixville Area SD,Phoenixville Area MS,Phoenixville,1000 Purple Pride Parkway,Chester County IU 24,19460,484-927-5200,http://www.pasd.com,FALSE,TRUE,FALSE
Phoenixville Area SD,Phoenixville Early Learning Ctr,Phoenixville,1 Phantom Way,Chester County IU 24,19460,484-927-5450,http://www.pasd.com,TRUE,FALSE,FALSE
